"E6010100","E6010200","E6010300","E6010400","E6010500","E6010600","E6010700","E6010800","E6010900","E6011000","E6011100","E6011200","E6011300","E6011400","E6011500","E6011600","E6011700","E6011800","E6011900","E6012000","E6012100","E6012200","E6012300","E6012400","E6012500","E6012600","E6012700","E6012800","E6012900","E6013000","E6013100","E6013200","E6013300","E6013400","E6013500","H0001600","H0003200","H0003300","H0003400","H0014700","R0000100","R0000600","R0009600","R0017300","R0173600","R0214700","R0214800","R0215310","R0216701","R0217502","R0304900","R0307100","R0407510","R0481600","R0618200","R0618300","R0618301","R0618901","R0898201","R1145001","R1520201","R1774000","R1890901","R1892220","R2258001","R2445401","R2734200","R2871101","R3074801","R3127300","R3127500","R3146100","R3279401","R3401501","R3403500","R3656901","R3657700","R4007401","R4008200","R4418501","R5103900","R5166901","R5626201","R6479600","R6480400","R7007300","R7704600","T0912400"
-4,-4,769,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5508,5333,3,-4,9396,20,15,12,14,1,2,0,12,5,0,0,0,504,17,27,17789,12,12,12,12,180,12,1,12,12,0,12,12,761,3,0,13000,12,3,12,1050,12,500,12,12,-5,-5,12,3600,12,12,0
-4,-4,-4,-4,-4,-4,-4,669,728,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5591,5587,2,1,9397,21,21,12,14,1,2,760,12,3,-5,-5,-5,-5,-4,-4,-5,-5,12,12,12,145,12,3,12,-5,-5,-5,12,722,1,0,14400,12,9,12,997,12,3030,12,12,12,11000,12,3500,12,12,21000
-4,-4,-4,-4,727,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9398,19,6,12,9,3,1,1040,12,1,1,0,1,511,74,71,78270,12,12,12,12,150,12,3,12,12,0,12,12,721,1,0,40000,12,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9399,18,6,12,9,3,1,1473,12,1,0,0,3,603,56,76,87085,14,14,14,14,190,14,9,-5,14,-5,-5,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,698,69,429,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9400,20,6,12,9,3,1,832,12,1,0,1,4,601,77,69,75260,14,-5,14,14,160,14,9,15,15,0,15,15,60,1,0,16500,15,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,937,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5550,5783,2,1,9401,21,1,13,13,2,2,835,13,2,0,0,3,504,31,40,33708,15,15,15,15,107,16,7,16,16,0,16,16,930,2,0,16000,17,9,18,1840,18,2320,19,20,20,21000,20,2313,20,20,70000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9402,19,9,10,9,3,1,0,10,8,-5,-5,-5,508,7,8,7394,10,10,10,10,135,10,4,10,10,0,10,10,-4,-4,0,0,10,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,728,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9403,21,6,10,12,3,2,0,10,2,1,0,1,505,8,10,4651,10,10,10,10,200,10,1,10,10,0,10,10,722,1,0,0,10,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9404,18,6,10,9,3,1,240,10,1,3,1,2,508,10,9,18135,10,10,10,10,150,10,3,10,10,0,10,10,-4,-4,0,0,10,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,228,-4,-4,-4,-4,-4,-4,-4,-4,-4,777,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9405,16,6,8,9,3,1,16,8,7,1,1,3,506,4,5,8721,8,8,8,8,150,9,9,9,-5,0,9,9,360,1,0,3000,9,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9406,15,6,8,12,3,2,-4,8,7,0,0,1,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,67,67,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9407,16,6,10,9,3,1,0,10,3,4,0,1,604,20,23,25118,12,12,12,12,230,12,3,12,12,1,12,12,60,1,0,15000,12,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,838,737,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9408,18,11,11,12,3,2,0,11,3,0,0,2,504,54,55,67811,12,12,12,12,120,12,9,12,12,0,12,12,731,1,0,17000,12,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,839,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9409,15,6,7,12,3,2,-4,7,2,0,0,1,506,6,3,1685,9,9,12,12,135,12,3,12,12,0,12,12,832,1,0,2100,12,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,259,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9410,17,6,11,9,3,1,256,11,4,0,0,4,508,21,20,19813,12,12,12,12,165,12,7,12,12,0,12,12,391,1,0,16500,12,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,118,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9411,17,6,11,9,3,1,90,11,4,1,0,3,509,56,52,63046,12,12,12,12,153,12,3,12,12,0,12,12,242,1,0,25000,12,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5526,6070,2,1,9412,20,1,8,10,2,1,0,8,4,0,1,1,600,-3,-3,10911,8,8,8,8,165,8,1,8,8,0,8,8,-4,-4,0,0,8,3,8,0,8,2166,9,9,9,0,9,0,9,9,30000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5051,5209,3,1,9413,18,1,10,13,2,2,0,10,4,0,0,0,500,11,10,15116,12,12,12,12,110,12,3,12,12,0,12,12,-4,-4,0,0,12,4,12,640,12,0,12,12,12,2600,12,2880,12,12,13000
-4,-4,-4,-4,-4,-4,-4,-4,-4,737,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5550,5783,2,1,9414,17,1,9,10,2,1,360,9,2,1,0,2,600,16,22,23407,11,12,13,13,145,13,7,13,13,0,13,13,731,1,0,9000,13,10,13,1960,13,0,-5,13,13,13000,13,3040,13,13,33000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,138,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9415,14,3,-3,12,3,2,-4,8,3,0,0,1,500,51,44,66489,10,10,10,10,106,12,12,12,12,1,12,12,262,1,0,22000,12,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,889,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5735,5567,1,1,9416,21,4,16,14,1,2,2640,16,2,0,0,2,506,99,99,93535,16,16,16,16,115,16,4,16,16,1,16,16,890,3,1,40000,16,7,16,1505,16,2760,16,16,16,138775,16,3240,16,16,50000
917,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5658,6076,1,-4,9417,22,1,12,13,2,2,1680,12,2,0,0,1,507,18,19,15348,13,13,13,13,210,13,1,13,13,0,13,13,932,2,0,22214,13,1,13,1920,13,1880,13,13,-5,-5,13,3780,13,13,5000
-4,-4,-4,-4,-4,287,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5550,5783,2,1,9418,22,6,15,10,2,1,1568,15,5,0,0,5,600,96,99,98350,16,17,17,17,185,17,5,17,17,0,17,17,111,1,0,74283,17,6,17,2070,17,2760,17,17,17,138775,17,5200,17,17,279816
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,717,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5548,5495,2,1,9419,19,11,13,10,2,1,584,13,5,2,0,5,600,91,88,77616,15,16,16,16,190,16,10,16,16,0,16,16,711,1,0,37000,16,12,16,2736,16,2714,16,16,16,45000,16,4770,16,16,72000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,878,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5853,5353,1,1,9420,21,6,15,11,1,1,639,15,1,0,0,8,510,94,97,94605,16,16,17,17,160,17,16,17,18,0,18,18,871,1,0,26000,18,21,18,2080,18,2040,18,18,18,35000,18,4056,18,18,50000
-4,-4,-4,858,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5682,5789,1,-4,9421,21,1,15,13,2,2,260,15,5,1,0,2,507,51,63,53578,16,16,16,16,107,16,3,16,16,1,16,16,850,2,0,31000,16,4,16,2080,16,2236,16,16,16,40000,16,4560,16,16,70000
-4,-4,-4,219,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5550,5783,2,-4,9422,18,1,12,10,2,1,2640,12,4,3,0,4,600,52,49,49886,12,12,12,12,187,12,5,12,12,0,12,12,351,1,0,36000,12,5,12,1600,12,2160,13,13,13,40000,13,4200,13,13,65000
-4,-4,-4,-4,-4,-4,-4,-4,449,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4121,5481,4,-4,9423,16,1,9,13,2,2,80,9,4,0,0,4,505,18,21,26127,11,12,13,13,120,13,7,14,15,0,15,15,442,1,1,29000,15,10,15,1813,15,1887,15,15,16,14000,16,-3,16,16,0
-4,-4,-4,339,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5620,5568,2,1,9424,19,21,12,11,1,1,680,12,6,0,0,3,510,11,11,14080,13,13,13,13,178,13,3,13,13,0,13,13,172,1,0,38000,13,4,13,1806,13,2550,13,13,13,16000,13,5646,13,13,-1
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,348,748,748,168,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5431,5118,3,1,9425,14,20,8,11,1,1,-4,8,6,1,0,1,508,38,30,43985,10,11,12,13,175,14,6,14,15,0,16,16,300,1,0,36000,16,14,16,2400,16,2320,16,16,16,52000,16,3960,16,16,135000
-4,-4,-4,-4,-4,-4,-4,77,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5550,5783,2,1,9426,21,21,14,11,1,1,2400,14,6,0,0,3,509,26,23,20967,15,15,16,16,160,16,3,16,16,0,16,16,60,1,0,26000,16,8,16,1640,16,2280,16,16,16,32500,16,4320,16,16,68000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,527,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9427,17,12,8,9,3,1,1400,8,7,-3,0,3,603,1,1,95,8,9,9,9,224,9,13,9,9,0,9,9,550,1,0,7000,9,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9428,16,12,8,12,3,2,0,8,7,0,0,0,503,8,8,11325,9,9,9,9,180,9,7,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,708,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9429,15,12,8,12,3,2,-4,8,7,-5,-5,-5,504,21,27,36862,8,8,8,8,-5,-5,-5,-5,8,0,8,8,700,1,0,1100,8,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,669,638,208,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9430,14,12,7,12,3,2,-4,7,7,0,0,0,504,14,11,26269,8,8,8,8,175,8,5,8,-3,1,-3,8,342,2,1,6200,8,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3602,3732,3,1,9431,22,1,12,10,2,1,0,12,1,0,1,0,510,36,36,33352,12,12,13,13,170,13,0,13,13,0,13,13,-4,-4,0,0,13,1,13,0,13,0,13,13,13,0,-5,-5,13,13,0
-4,408,777,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9432,20,0,9,12,3,2,0,9,2,0,1,0,510,2,2,3679,9,9,9,9,140,9,1,9,9,0,9,9,762,1,0,5000,9,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,848,-4,408,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,3824,6107,4,1,9433,18,1,10,13,2,2,0,10,2,0,0,0,503,4,2,3861,11,11,11,11,140,11,1,11,11,0,11,11,840,1,0,8000,11,5,11,1760,11,4800,11,11,11,14400,11,18648,12,12,0
-4,-4,-4,-4,-4,-4,-4,-4,227,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4189,5016,4,1,9434,17,19,9,14,1,2,612,9,4,-5,-5,-5,502,4,3,2561,9,9,9,9,109,9,7,9,-5,1,9,9,352,1,0,0,9,9,9,1840,9,120,9,9,9,0,9,1424,9,9,13000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4421,2843,2,1,9435,18,19,9,11,1,1,0,9,4,-5,-5,-5,-5,-4,-4,-5,-5,-5,9,9,140,9,2,9,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,5808,9,9,9,0,9,4400,-5,9,-2
-4,-4,-4,-4,69,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4240,2872,4,0,9436,15,19,8,11,1,1,-4,8,6,0,0,0,501,8,10,9668,8,8,8,8,130,8,2,8,8,0,8,8,60,1,0,6000,8,5,8,1392,8,1080,8,8,8,0,8,0,8,8,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,669,777,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4875,6219,2,1,9437,14,1,8,10,2,1,-4,8,9,0,0,1,604,9,11,22351,10,11,11,12,150,12,6,12,12,0,12,12,641,1,0,24000,12,13,12,480,12,680,12,12,12,8000,12,320,12,12,26000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9438,18,1,10,10,2,1,210,10,5,0,0,1,-5,20,23,35047,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9439,17,1,8,10,2,1,70,8,5,1,0,3,-5,12,11,11260,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4733,4746,4,-4,9440,16,1,8,13,2,2,0,8,5,0,0,1,-5,3,2,1029,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,-5,-5
-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4490,5816,2,0,9441,18,1,11,13,2,2,0,10,6,-3,0,0,503,39,37,42956,11,11,12,12,105,12,1,12,13,-5,-5,14,50,1,0,-2,14,5,14,0,14,0,14,14,14,0,14,0,14,14,-2
-4,-4,-4,-4,-4,-4,-3,669,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,2692,5547,2,0,9442,16,1,9,10,2,1,350,9,6,0,0,4,510,29,30,25021,9,9,9,12,163,12,4,13,14,0,14,14,641,1,0,15000,14,8,14,1770,14,1680,14,14,14,8000,14,3672,14,14,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5526,6070,2,0,9443,15,1,8,10,2,1,-4,8,6,0,1,0,509,29,29,43746,9,10,11,12,180,12,0,12,12,0,12,12,-4,-4,0,0,12,0,12,0,-5,-5,-5,12,13,-1,13,-3,13,13,18000
-4,-4,-4,-4,-4,-4,-4,838,838,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5612,5519,2,1,9444,19,1,11,13,2,2,1095,11,6,0,0,3,505,18,16,15112,12,12,12,12,140,12,6,12,12,0,12,12,831,1,0,12500,12,9,12,2160,12,1520,12,12,12,1299,12,4280,12,12,14900
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,718,718,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9445,21,6,14,9,3,1,815,14,1,0,1,5,508,84,97,88535,16,16,16,16,135,16,10,16,16,0,16,16,712,1,0,37000,16,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,907,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5478,5710,2,1,9446,22,1,14,13,2,2,1823,14,1,0,0,4,508,56,41,30308,15,15,15,15,155,15,7,15,15,1,15,15,412,2,0,27500,15,8,15,1760,15,2320,15,15,15,30000,15,4200,15,15,54000
-4,-4,-4,-4,-4,-4,-4,669,669,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9447,21,6,14,9,3,1,768,14,1,0,0,3,511,84,80,65238,15,15,15,15,165,15,8,15,15,0,15,15,641,1,0,42000,15,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,728,738,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9448,21,22,15,9,3,1,-3,15,1,0,0,4,509,98,93,90237,16,16,16,16,173,16,11,16,19,0,19,19,732,1,0,25000,19,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,857,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9449,21,6,15,9,3,1,950,15,1,3,0,4,509,99,99,93452,16,16,16,17,160,17,10,17,17,0,17,17,842,2,1,31000,18,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,69,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9450,21,11,14,9,3,1,1440,14,1,0,0,1,510,73,79,75046,16,16,16,16,152,16,6,16,16,0,17,17,60,2,1,27000,17,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,649,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9451,21,3,15,9,3,1,896,15,1,0,0,2,508,79,89,86916,16,16,16,17,183,17,6,17,17,0,17,17,622,1,0,14000,17,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,839,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9452,21,24,15,12,3,2,840,15,1,0,0,4,505,92,95,91558,16,16,16,16,138,16,7,16,16,1,17,18,832,2,0,29300,18,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,357,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9453,22,24,15,9,3,1,694,15,1,0,0,5,600,98,99,100000,16,16,17,18,185,18,5,18,18,0,18,18,181,1,0,40000,18,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,718,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9454,20,6,14,12,3,2,560,14,1,0,0,4,505,69,61,48030,16,16,16,16,135,16,6,16,16,0,16,16,712,1,1,0,16,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
