"E6010100","E6010200","E6010300","E6010400","E6010500","E6010600","E6010700","E6010800","E6010900","E6011000","E6011100","E6011200","E6011300","E6011400","E6011500","E6011600","E6011700","E6011800","E6011900","E6012000","E6012100","E6012200","E6012300","E6012400","E6012500","E6012600","E6012700","E6012800","E6012900","E6013000","E6013100","E6013200","E6013300","E6013400","E6013500","H0001600","H0003200","H0003300","H0003400","H0014700","R0000100","R0000600","R0009600","R0017300","R0173600","R0214700","R0214800","R0215310","R0216701","R0217502","R0304900","R0307100","R0407510","R0481600","R0618200","R0618300","R0618301","R0618901","R0898201","R1145001","R1520201","R1774000","R1890901","R1892220","R2258001","R2445401","R2734200","R2871101","R3074801","R3127300","R3127500","R3146100","R3279401","R3401501","R3403500","R3656901","R3657700","R4007401","R4008200","R4418501","R5103900","R5166901","R5626201","R6479600","R6480400","R7007300","R7704600","T0912400"
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,786,20,28,12,1,3,1,2000,12,7,0,0,2,-5,49,46,35693,-5,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,787,17,28,12,5,3,2,1304,12,7,0,0,3,-5,22,21,23568,-5,12,12,12,150,12,6,-5,-5,0,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,709,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,788,20,3,15,5,3,2,3300,15,4,0,0,3,502,66,57,52352,16,16,16,16,165,16,9,16,-5,-5,-5,16,710,1,0,-1,16,10,16,1560,16,720,16,-5,-5,-5,16,12364,-5,-5,-5
-4,-4,-4,-4,-4,737,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3216,5574,5,1,789,19,3,12,5,3,2,0,12,7,0,0,2,503,46,35,42361,12,12,12,12,207,12,5,12,12,0,12,12,791,1,0,6000,12,6,12,1911,12,540,12,12,12,0,12,0,-5,-5,15000
-4,-4,-4,-4,-4,-4,648,648,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3889,4905,3,-4,790,15,6,8,5,3,2,-4,8,5,0,0,0,502,21,14,14809,10,-5,12,12,135,12,3,12,12,0,12,12,621,1,0,8640,12,8,12,536,12,2241,12,12,12,4000,12,320,12,12,9500
-4,-4,-4,-4,-4,-4,-4,158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3639,6092,3,1,791,15,6,8,1,3,1,-4,8,5,0,0,2,510,62,64,83138,10,11,12,12,155,12,5,12,12,0,12,12,282,1,0,30000,12,8,12,1856,12,1479,12,12,-5,-5,-5,-5,-5,12,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,857,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5407,5761,1,-4,792,18,3,12,5,3,2,2150,12,3,0,0,4,503,22,26,28537,15,16,16,16,130,16,5,16,16,1,16,16,862,3,0,0,16,10,16,3080,16,3168,16,16,16,-2,16,40,16,16,30000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5380,5792,3,-4,793,20,6,14,1,3,1,2237,14,4,0,1,4,601,81,75,61347,14,15,15,16,175,16,8,16,16,0,16,-5,-5,-5,-5,-5,-5,-5,16,-3,-5,-5,16,16,16,24500,16,4000,16,16,30000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,794,18,3,11,1,3,1,1580,11,2,-5,-5,-5,601,99,99,100000,12,13,13,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,838,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,795,16,6,9,1,3,1,1310,9,3,3,0,2,511,47,47,49078,11,12,12,12,178,12,5,-5,12,0,13,13,831,1,0,2500,13,7,13,2616,13,2250,13,13,13,11000,13,401,16,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,209,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,6028,4910,1,1,796,18,6,12,1,3,1,480,12,4,0,0,3,507,95,91,94119,14,15,16,16,180,16,8,16,16,0,16,16,350,1,0,29400,16,11,16,1760,16,2000,16,16,16,59000,16,4635,16,16,58000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5526,6070,2,1,797,17,6,10,1,3,1,1261,10,4,1,0,3,601,73,58,68375,12,12,12,12,240,12,8,12,12,0,12,12,-4,-4,0,24000,12,9,12,80,12,1760,12,12,12,55000,12,4400,12,12,72000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4941,5736,2,1,798,17,6,9,5,3,2,0,9,7,0,0,2,504,23,29,35662,11,11,11,11,120,11,3,11,11,0,12,12,-4,-4,1,30000,12,3,12,762,12,370,12,12,12,600,12,0,-5,-5,0
-4,-4,-4,-4,-4,747,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5781,5279,1,1,799,15,6,8,1,3,1,-4,8,7,3,0,1,601,37,29,34051,10,11,12,12,170,12,4,12,12,0,12,12,741,2,1,29000,12,10,12,2784,12,1680,12,12,12,42000,12,6200,12,12,53000
-4,-4,838,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5550,5783,2,-4,800,18,11,11,1,3,1,716,11,4,3,0,3,510,28,32,32078,12,12,12,12,165,12,3,12,12,0,13,13,831,1,0,27000,13,3,13,1360,14,2120,14,14,14,30000,14,4000,14,14,54000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5484,5978,2,1,801,19,7,12,5,3,2,1210,12,7,0,0,4,503,32,30,25324,12,12,12,12,140,12,6,12,12,0,12,12,-4,-4,0,0,12,7,12,0,12,0,12,12,12,4745,12,2860,12,12,19327
-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5724,5881,1,1,802,17,6,9,1,3,1,0,9,7,1,0,2,600,21,22,17362,11,12,12,12,160,12,3,12,12,0,12,12,472,1,1,15000,12,4,12,2025,12,2544,12,12,12,35000,12,4850,12,12,30000
-4,-4,-4,-4,-4,-4,857,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5170,5873,2,1,803,16,3,9,5,3,2,1118,9,6,0,0,2,508,71,76,78000,12,12,12,12,124,12,4,12,12,0,12,12,842,1,0,5000,12,8,12,1006,12,1243,12,12,12,32000,12,4900,12,12,0
-4,-4,-4,-4,-4,-4,-4,828,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5145,5451,3,1,804,15,3,8,5,3,2,-4,8,6,0,0,1,509,23,28,40982,10,11,12,12,155,12,6,12,12,0,12,12,812,1,0,7000,12,8,12,1540,12,2080,13,13,13,12000,13,4280,13,13,16000
-4,-4,-4,-4,-4,-4,-4,669,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5606,4824,3,-4,805,21,5,11,5,3,2,1824,12,2,1,1,1,507,28,27,21206,12,12,12,12,135,12,5,12,12,0,12,12,641,1,0,12000,12,8,12,1482,12,1200,12,12,12,10500,12,150,12,12,-5
-4,-4,-4,-4,-4,-4,-4,379,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4768,5458,3,-4,806,17,11,11,1,3,1,1920,11,6,3,0,3,510,18,13,13465,12,12,12,12,145,12,7,12,12,0,12,12,210,1,0,23000,12,8,12,2400,12,3960,12,12,12,39600,-5,-5,-5,12,35000
-4,-4,-4,-4,-4,-4,69,69,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5591,5587,2,1,807,16,11,10,1,3,1,650,10,6,0,0,3,603,69,71,76332,12,13,14,14,210,15,5,16,16,0,16,16,60,1,0,38000,16,8,16,2160,16,2350,16,16,16,60000,16,4750,16,16,70000
-4,-4,849,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,808,14,11,8,5,3,2,-4,8,6,1,0,1,506,54,54,66992,10,11,12,-5,118,12,5,-5,13,0,13,-5,841,1,0,29500,14,5,14,1760,14,1680,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,697,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,3999,6069,3,-4,809,21,6,15,1,3,1,760,15,5,0,0,2,506,96,97,90819,17,18,19,19,145,19,5,-5,19,0,19,19,682,3,0,48000,19,5,19,2040,19,2000,19,19,19,42000,19,4040,19,19,-5
-4,-4,-4,-4,-4,208,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5550,5783,2,1,810,18,6,12,5,3,2,930,12,5,1,0,3,501,93,89,91719,14,15,16,16,105,16,6,16,16,0,16,16,342,1,1,42000,16,6,16,2350,16,2714,16,16,16,58370,16,5555,16,16,115000
-4,-4,707,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5519,5514,2,1,811,20,28,13,5,3,2,1275,13,4,0,0,2,504,66,67,63642,15,15,15,15,170,15,3,15,15,0,15,15,700,1,0,12500,15,3,15,2120,15,1960,15,15,15,0,15,0,15,15,16000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,6066,4468,2,1,812,18,28,12,5,3,2,1020,12,4,0,0,1,506,83,82,86990,14,15,16,16,144,16,3,16,16,0,16,16,-4,-4,0,0,16,3,16,180,16,171,16,16,16,4000,16,2775,-5,16,10500
-4,-4,-4,-4,-4,-4,-4,-4,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5380,5792,3,1,813,19,22,13,1,3,1,1160,13,3,0,0,3,600,94,92,85915,16,17,18,19,165,20,4,20,20,0,20,20,20,1,0,16000,20,9,20,2070,20,2000,20,20,20,25000,20,4005,20,20,33000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5723,5593,1,1,814,20,5,12,5,3,2,2765,12,4,0,0,2,504,36,29,19541,12,12,12,12,205,12,2,12,12,0,12,12,-4,-4,0,0,12,3,12,0,12,0,12,12,12,-1,12,2080,12,12,16000
-4,-4,-4,-4,-4,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5550,5783,2,-4,815,19,28,12,1,3,1,1600,12,4,0,0,3,509,55,70,66540,12,12,12,12,160,12,6,12,12,0,12,12,60,2,0,17200,12,6,12,1320,12,1960,12,12,12,14000,12,3578,12,12,23400
-4,-4,-4,-4,-4,-4,669,-4,308,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,3411,6244,3,1,816,21,22,12,5,3,2,2152,12,3,0,0,2,504,43,39,39343,12,12,13,14,105,14,6,14,16,0,16,16,140,3,0,15500,16,9,16,2283,16,1166,16,16,16,0,16,0,16,16,29000
-4,-4,-4,-4,-4,-4,-4,-4,-4,917,139,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5550,5783,2,1,817,14,9,8,1,3,1,-4,8,3,4,0,0,603,65,66,81325,10,11,12,13,200,13,6,13,14,0,15,15,270,1,0,17000,16,11,16,2400,16,2400,16,16,16,55000,16,4080,16,16,117000
-4,-4,717,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5067,5141,4,1,818,21,28,12,1,3,1,2560,12,4,0,0,2,507,33,29,35569,13,13,13,13,164,13,3,13,-5,0,13,13,711,1,0,48000,13,3,13,2070,13,1960,13,13,13,63000,13,3745,-5,13,85000
-4,-4,-4,-4,-4,-4,658,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5601,5109,2,-4,819,17,7,10,1,3,1,800,10,4,-5,-5,-5,504,23,22,21881,12,13,14,-5,145,14,5,-5,14,0,14,14,631,1,0,18800,14,7,14,278,14,1672,14,14,14,30000,14,3720,-5,14,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,839,839,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5130,5956,1,1,820,18,25,-3,5,3,2,-3,11,3,1,0,3,501,51,45,49039,13,14,15,16,98,16,8,16,16,0,16,16,832,1,0,16000,16,16,16,940,16,1960,16,16,16,42000,16,3640,16,16,85000
-4,-4,-4,-4,-4,-4,-4,-4,-4,849,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5963,4330,1,1,821,21,11,14,5,3,2,366,14,4,1,0,2,505,97,99,99180,16,17,18,18,115,18,7,18,18,0,18,18,841,1,0,0,18,10,18,1960,18,2228,18,18,18,33000,18,4000,18,18,34000
-4,-4,-4,-4,-4,-4,639,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5540,4523,2,-4,822,21,5,12,1,3,1,3168,12,5,0,0,1,601,-4,-4,-4,12,12,12,12,180,12,5,12,12,0,12,12,612,1,0,74283,12,7,12,3000,12,2880,12,12,12,60000,12,3090,12,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,777,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5620,5568,2,-2,823,17,6,10,1,3,1,1350,10,4,0,0,4,509,30,27,24129,12,13,13,13,150,13,15,13,13,0,13,13,762,1,0,19000,13,23,13,1640,13,2520,13,13,14,16000,14,3820,14,14,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,667,888,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,824,19,3,13,5,3,2,900,13,4,0,0,6,506,86,95,95645,15,16,17,17,120,17,10,17,-3,0,18,18,882,1,0,27000,18,14,18,1240,18,550,18,18,18,5000,-5,-5,-5,-5,-5
-4,-4,-4,-4,328,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5782,4488,2,1,825,21,3,13,1,3,1,260,13,5,3,0,3,510,93,89,89264,15,16,17,17,175,17,5,17,17,0,17,17,160,1,0,38000,17,5,17,1890,17,1974,17,17,17,50000,17,5200,17,17,73000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,67,-4,-4,-4,-4,68,839,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5678,5324,2,1,826,19,11,12,1,3,1,280,12,5,0,0,2,511,46,52,60734,14,15,16,16,165,16,9,16,16,0,16,16,832,2,0,17500,16,19,16,2330,16,2760,16,16,-5,-5,16,4520,-5,-5,-1
-4,-4,-4,-4,-4,-4,67,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5658,6076,1,-4,827,19,3,12,1,3,1,1110,12,3,0,0,3,510,93,89,92042,14,15,16,16,165,16,6,16,16,0,16,16,60,1,1,45000,16,7,16,1885,16,680,17,17,20,50000,20,5300,20,20,279816
-4,-4,-4,-4,-4,-4,-4,857,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4163,2352,3,1,828,17,3,10,5,3,2,592,10,3,0,0,1,507,16,16,16956,12,13,14,14,135,14,3,14,14,0,14,14,842,2,0,8000,14,8,14,0,14,0,14,14,14,0,14,0,14,14,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5550,5783,2,1,829,21,29,15,5,3,2,440,15,1,0,1,1,505,55,50,38888,16,16,16,16,160,17,4,18,18,0,18,18,-4,-4,0,0,19,4,19,0,19,1008,19,19,19,20000,19,4744,19,19,66000
-4,-4,669,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5615,5984,1,1,830,18,1,11,7,2,2,0,11,9,0,0,0,501,25,30,29680,12,12,12,12,155,12,2,12,12,0,12,12,641,1,0,600,12,3,12,0,12,0,12,12,12,9000,12,2600,12,12,1000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,831,16,1,9,7,2,2,0,9,2,0,0,0,411,7,7,5648,11,12,12,12,115,12,0,12,12,0,12,12,-4,-4,0,0,12,0,12,0,12,0,12,12,12,0,12,2773,12,-5,-5
-4,-4,-4,-4,747,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5472,5349,2,0,832,16,1,10,3,2,1,1380,10,10,0,0,1,509,23,28,38997,11,12,12,12,180,12,1,-5,12,0,12,-5,742,1,0,10000,12,7,12,830,12,1520,12,12,12,14000,12,2994,12,12,20000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5355,6079,3,-4,833,14,1,7,3,2,1,-4,7,10,3,0,0,505,10,6,3311,9,10,12,12,145,12,0,12,12,0,12,12,-4,-4,0,0,12,0,12,0,12,0,12,12,13,0,13,180,13,13,35000
-4,-4,-4,-4,-4,777,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5651,3986,3,0,834,19,1,12,7,2,2,140,12,10,0,0,3,502,18,12,13045,12,12,12,12,167,12,3,12,12,0,12,12,762,1,0,0,12,6,12,0,12,54,12,12,12,-2,12,4920,12,12,35000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5061,4625,2,1,835,15,1,8,7,2,2,-4,8,4,0,0,0,506,25,19,25338,10,12,12,12,128,13,2,13,13,0,13,13,-5,-5,-5,-5,-5,-5,13,3024,13,2160,13,13,13,0,13,3720,13,13,25000
-4,-4,-4,-4,-4,-4,-4,-4,19,839,358,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5207,5230,2,1,836,18,20,8,8,1,2,0,12,1,0,0,1,500,41,35,34921,12,12,12,12,95,12,3,12,12,1,12,12,21,1,0,2000,12,12,12,1755,12,320,12,12,12,10000,12,3920,12,12,17000
-4,-4,-4,-4,-4,-4,858,397,369,858,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,837,21,1,12,3,2,1,100,12,1,0,0,2,600,20,28,25129,12,12,12,12,157,13,6,13,14,-5,-5,-5,192,1,0,15000,14,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,718,718,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3265,5739,3,-4,838,14,18,8,4,1,1,-4,8,4,0,0,0,507,8,6,13781,10,12,12,12,180,12,8,12,12,0,12,12,722,1,0,3000,12,14,12,0,12,0,12,12,12,0,12,0,12,12,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,748,708,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5853,5353,1,1,839,19,1,12,7,2,2,-3,12,4,0,0,3,504,6,7,4208,12,13,13,14,118,14,9,14,14,0,15,15,702,1,0,17000,15,16,15,2080,15,1560,15,15,15,12000,15,5520,15,15,30000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,840,19,1,10,7,2,2,0,10,6,2,1,0,504,1,1,324,10,-5,10,10,-5,-5,-5,10,10,1,10,10,-4,-4,0,0,10,2,10,0,10,0,10,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5411,5905,2,1,841,20,9,12,5,3,2,1595,12,2,0,0,4,504,71,61,57519,12,12,12,12,-3,12,8,12,12,1,12,12,-4,-4,0,0,12,9,12,1400,12,2295,12,12,12,10000,12,588,12,12,30000
-4,-4,798,-4,-4,-4,619,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3426,5397,4,1,842,19,5,11,5,3,2,0,11,4,0,0,0,509,17,19,24168,11,11,11,11,190,11,4,11,11,1,11,11,671,3,0,0,11,7,11,4224,11,3800,11,11,11,15000,11,5150,11,11,19000
-4,-4,-4,-4,-4,-4,-4,-4,-4,339,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5658,6076,1,1,843,16,6,10,5,3,2,0,10,6,0,0,4,500,33,32,34453,12,12,12,12,105,12,5,12,12,0,12,12,172,1,0,0,12,10,12,1640,12,2240,12,12,12,0,12,2670,12,12,3000
-4,-4,-4,-4,-4,-4,-4,-4,-4,67,-4,749,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5592,5875,2,1,844,15,6,9,1,3,1,-4,9,6,0,0,0,507,18,27,36845,11,12,12,12,145,12,2,12,12,1,12,12,60,1,0,10000,12,12,12,2225,12,3050,12,12,12,20000,12,8892,12,12,-2
-4,69,839,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5682,5789,1,-4,845,18,3,8,5,3,2,0,8,4,-5,-5,-5,506,17,19,20860,8,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,832,1,1,0,12,3,12,0,12,260,12,12,12,33000,-5,-5,12,12,17000
